index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,integer_1,integer_2,integer_3,integer_4,integer_5,integer_6,integer_7,integer_8,floatvalue_1,floatvalue_2,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,Length_diff,freq
171,186,1,171,0,3000,10,306,312,307,38098,38109,38095,29999321,18498775,49.99,0.87,1.0781029879999835,183.68338188,1,0,0.0,0,0.927555169710758
172,186,1,172,0,3000,10,315,313,312,38119,38091,38099,30000861,18499501,50.0,0.83,1.0576026290000016,184.740984509,1,0,0.0,0,0.9455347146267339
173,186,1,173,0,3000,10,308,309,306,38100,38092,38107,30001630,18499842,49.99,0.86,1.0524677559999986,185.793452265,1,0,0.0,0,0.9501478732237773
174,186,1,174,0,3000,10,311,312,307,38103,38107,38116,29999033,18499974,50.03,0.87,1.0908505900000025,186.884302855,1,0,0.0,0,0.9167158263167806
175,186,1,175,0,3000,10,312,313,312,38112,38101,38102,29998487,18499831,49.98,0.83,1.0380726000000209,187.922375455,1,0,0.0,0,0.9633237598217889
176,186,1,176,0,3000,10,315,308,314,38105,38112,38110,30001962,18500502,50.04,0.84,1.0955271589999995,189.017902614,1,0,0.0,0,0.9128025643041137
177,186,1,177,0,3000,10,308,308,311,38109,38114,38097,29999071,18501456,49.99,0.85,1.062226824999982,190.080129439,1,0,0.0,0,0.941418514826169
178,186,1,178,0,3000,10,314,308,314,38117,38116,38110,29999126,18500531,49.95,0.86,1.0431834530000117,191.123312892,1,0,0.0,0,0.9586041622153575
179,186,1,179,0,3000,10,305,313,312,38106,38105,38101,30001731,18498726,50.05,0.85,1.0358946209999829,192.159207513,1,0,0.0,0,0.965349157846449
180,186,1,180,0,3000,10,235,235,232,38106,38115,38097,22499468,13876457,49.97,0.86,1.1462273680000123,193.305434881,1,0,0.0,0,0.8724272582540441
181,186,1,181,0,3000,10,230,233,236,38118,38113,38097,22499550,13875851,49.96,0.87,1.0948881969999888,194.400323078,1,0,0.0,0,0.9133352635821775
182,186,1,182,0,3000,10,236,233,235,38108,38092,38117,22498593,13873919,50.0,0.84,1.0493770380000171,195.449700116,1,0,0.0,0,0.9529463327174342
183,186,1,183,0,3000,10,230,233,230,38110,38110,38093,22500708,13875988,49.96,0.83,1.058875635999982,196.508575752,1,0,0.0,0,0.9443979689414791
184,186,1,184,0,3000,10,229,231,229,38120,38103,38102,22500882,13875414,50.02,0.86,1.0601321310000174,197.568707883,1,0,0.0,0,0.9432786449522146
185,186,1,185,0,3000,10,230,230,233,38106,38113,38111,22499174,13875899,50.03,0.86,1.0491444699999877,198.617852353,1,0,0.0,0,0.9531575760962756
186,186,1,186,0,3000,10,236,234,234,38094,38112,38109,22499832,13875844,50.02,0.83,1.0681352690000097,199.685987622,1,0,0.0,0,0.9362110109295445
187,186,1,187,0,3000,10,230,234,233,38102,38114,38093,22501374,13875788,49.95,0.86,1.0412095490000013,200.727197171,1,0,0.0,0,0.9604214645941542
188,186,1,188,0,3000,10,236,230,235,38118,38108,38094,22500317,13873766,50.01,0.85,1.0586064670000042,201.785803638,1,0,0.0,0,0.9446380984558977
189,186,1,189,0,3000,10,232,231,233,38112,38115,38095,22500845,13875758,49.99,0.87,1.0564601039999957,202.842263742,1,0,0.0,0,0.9465572776612907
190,186,1,190,0,3000,10,231,236,234,38096,38101,38107,22500181,13876097,50.0,0.86,1.0711666359999867,203.913430378,1,0,0.0,0,0.9335615639918161
191,186,1,191,0,3000,10,229,233,230,38120,38108,38114,22499205,13875338,49.98,0.87,1.0594907539999951,204.972921132,1,0,0.0,0,0.9438496713865656
192,186,1,192,0,3000,10,236,229,234,38116,38105,38114,22499424,13876088,50.01,0.84,1.0366128100000085,206.009533942,1,0,0.0,0,0.9646803419301676
193,186,1,193,0,3000,10,233,236,234,38090,38100,38092,22501350,13876493,49.97,0.86,1.0600114979999944,207.06954544,1,0,0.0,0,0.9433859933470319
194,186,1,194,0,3000,10,236,232,230,38105,38113,38107,22498798,13875484,50.0,0.84,1.052294016000019,208.121839456,1,0,0.0,0,0.9503047482881267
195,186,1,195,0,3000,10,233,233,236,38094,38104,38100,22500611,13875689,50.0,0.83,1.037696163999982,209.15953562,1,0,0.0,0,0.9636732163924789
196,186,1,196,0,3000,10,236,229,232,38117,38095,38106,22501445,13874853,50.0,0.85,1.0639555840000128,210.223491204,1,0,0.0,0,0.9398888591198822
197,186,1,197,0,3000,10,233,233,236,38093,38108,38092,22498619,13875854,50.0,0.84,1.053190556000004,211.27668176,1,0,0.0,0,0.9494957909592157
198,186,1,198,0,3000,10,236,230,231,38117,38091,38108,22499497,13873985,49.95,0.87,1.045694894999997,212.322376655,1,0,0.0,0,0.9563018857426888
199,186,1,199,0,3000,10,229,236,232,38099,38117,38114,22499444,13876406,50.05,0.83,1.0749072259999934,213.397283881,1,0,0.0,0,0.9303128454362126
200,186,1,200,0,3000,10,236,235,230,38094,38117,38104,22500116,13875920,50.04,0.86,1.0413007580000055,214.438584639,1,0,0.0,0,0.9603373399253731
201,186,1,201,0,3000,10,230,235,236,38096,38120,38097,22499524,13876493,49.98,0.86,1.0394542429999944,215.478038882,1,0,0.0,0,0.96204330949083
202,186,1,202,0,3000,10,233,234,230,38102,38096,38090,22500029,13876142,50.05,0.85,1.0649367409999968,216.542975623,1,0,0.0,0,0.9390229123478077
203,186,1,203,0,3000,10,235,235,229,38102,38102,38094,22499688,13874222,50.03,0.86,1.0406830690000106,217.583658692,1,0,0.0,0,0.9609073403691454
204,186,1,204,0,3000,10,230,229,233,38103,38094,38096,22498559,13875779,50.05,0.87,1.1169574099999977,218.700616102,1,0,0.0,0,0.8952892841276751
205,186,1,205,0,3000,10,233,231,230,38106,38116,38111,22501153,13875445,49.98,0.84,1.0343583709999962,219.734974473,1,0,0.0,0,0.9667829139655154
206,186,1,206,0,3000,10,233,233,230,38115,38119,38098,22500272,13874803,50.02,0.86,1.037752721000004,220.772727194,1,0,0.0,0,0.9636206966881046
207,186,1,207,0,3000,10,236,235,230,38107,38091,38108,22500278,13875098,49.97,0.87,1.0560763729999962,221.828803567,1,0,0.0,0,0.9469012143120861
208,186,1,208,0,3000,10,232,236,235,38097,38094,38095,22500050,13873967,50.0,0.87,1.0388828609999905,222.867686428,1,0,0.0,0,0.9625724300018162
209,186,1,209,0,3000,10,230,229,229,38106,38100,38092,22501095,13874829,49.97,0.85,1.0608576430000198,223.928544071,1,0,0.0,0,0.9426335442822288
210,186,1,210,0,3000,10,236,233,230,38119,38098,38108,22499270,13875761,50.0,0.86,1.058986181999984,224.987530253,1,0,0.0,0,0.9442993846354222
211,186,1,211,0,3000,10,230,234,230,38116,38096,38116,22501220,13875339,50.01,0.85,1.058303287000001,226.04583354,1,0,0.0,0,0.944908715945431
212,186,1,212,0,3000,10,234,235,229,38118,38096,38113,22500959,13875385,49.98,0.83,1.0575767390000124,227.103410279,1,0,0.0,0,0.9455578617827262
213,186,1,213,0,3000,10,233,235,230,38111,38105,38091,22501081,13875052,49.99,0.84,1.043570367000001,228.146980646,1,0,0.0,0,0.9582487502733
214,186,1,214,0,3000,10,233,233,230,38098,38116,38112,22499302,13876293,50.01,0.86,1.0560701729999948,229.203050819,1,0,0.0,0,0.9469067734005635
215,186,1,215,0,3000,10,235,234,231,38115,38091,38109,22499519,13873711,50.03,0.87,1.0599689899999871,230.263019809,1,0,0.0,0,0.943423826012129
216,186,1,216,0,3000,10,235,233,233,38118,38103,38098,22498871,13874840,49.98,0.85,1.0362419810000176,231.29926179,1,0,0.0,0,0.9650255619203513
217,186,1,217,0,3000,10,232,233,230,38119,38100,38103,22500044,13876214,49.97,0.86,1.0627348310000002,232.361996621,1,0,0.0,0,0.9409685001657764
218,186,1,218,0,3000,10,236,230,233,38095,38101,38108,22500522,13875010,50.05,0.86,1.06076208799999,233.422758709,1,0,0.0,0,0.9427184580903022
219,186,1,219,0,3000,10,231,235,234,38109,38097,38120,22498753,13875517,49.99,0.84,1.049975318999998,234.472734028,1,0,0.0,0,0.9524033393017325
220,186,1,220,0,3000,10,232,236,236,38113,38100,38103,22498787,13873806,50.01,0.86,1.0665763190000064,235.539310347,1,0,0.0,0,0.9375794138553286
221,186,1,221,0,3000,10,233,229,230,38106,38117,38111,22499101,13874628,50.05,0.86,1.0439064260000066,236.583216773,1,0,0.0,0,0.9579402665732739
222,186,1,222,0,3000,10,232,233,230,38114,38111,38096,22499207,13874600,50.0,0.85,1.08024414099998,237.663460914,1,0,0.0,0,0.9257166616745562
223,186,1,223,0,3000,10,232,230,230,38110,38093,38111,22500384,13873748,50.01,0.87,1.0698642560000169,238.73332517,1,0,0.0,0,0.9346980183624194
224,186,1,224,0,3000,10,231,235,230,38091,38109,38118,22500562,13875326,49.97,0.86,1.053150340000002,239.78647551,1,0,0.0,0,0.9495320487671287
225,186,1,225,0,3000,10,231,235,233,38105,38099,38090,22498698,13874624,49.99,0.84,1.086226861,240.872702371,1,0,0.0,0,0.9206179997053119
226,186,1,226,0,3000,10,233,229,236,38091,38116,38114,22498982,13874366,50.01,0.85,1.046888612999993,241.919590984,1,0,0.0,0,0.9552114595404494
227,186,1,227,0,3000,10,236,233,235,38109,38111,38120,22499115,13873691,50.0,0.86,1.0624793199999942,242.982070304,1,0,0.0,0,0.9411947895607092
228,186,1,228,0,3000,10,233,231,233,38117,38098,38118,22500100,13874300,50.02,0.85,1.0730894060000082,244.05515971,1,0,0.0,0,0.9318888010716158
229,186,1,229,0,3000,10,236,232,230,38106,38098,38095,22500198,13873820,49.99,0.83,1.0424020159999827,245.097561726,1,0,0.0,0,0.9593227801278701
230,186,1,230,0,3000,10,232,233,233,38115,38110,38115,22498750,13875189,50.04,0.85,1.0576847610000186,246.155246487,1,0,0.0,0,0.9454612913724134
231,186,1,231,0,3000,10,235,234,230,38120,38102,38098,22498517,13874961,49.98,0.87,1.0448086099999898,247.200055097,1,0,0.0,0,0.9571130927031791
232,186,1,232,0,3000,10,236,229,233,38105,38100,38109,22500679,13875765,50.02,0.84,1.0775093480000066,248.277564445,1,0,0.0,0,0.9280661943732796
233,186,1,233,0,3000,10,235,230,234,38114,38104,38112,22500503,13876325,50.02,0.84,1.075543486000015,249.353107931,1,0,0.0,0,0.9297624996261528
234,186,1,234,0,3000,10,229,235,234,38114,38109,38103,22499264,13875149,50.05,0.87,1.0501797719999786,250.403287703,1,0,0.0,0,0.9522179217902708
235,186,1,235,0,3000,10,233,234,231,38105,38103,38113,22499379,13876499,50.03,0.86,1.0688791350000315,251.472166838,1,0,0.0,0,0.9355594727742258
236,186,1,236,0,3000,10,236,230,234,38104,38094,38119,22499218,13874129,50.04,0.86,1.072827138999969,252.544993977,1,0,0.0,0,0.9321166138024299
237,186,1,237,0,3000,10,236,230,234,38090,38090,38119,22498817,13874728,50.01,0.83,1.044216767000023,253.589210744,1,0,0.0,0,0.957655566930748
238,186,1,238,0,3000,10,236,235,235,38111,38112,38095,22499920,13874490,49.96,0.83,1.0793096579999997,254.668520402,1,0,0.0,0,0.9265181614820687
239,186,1,239,0,3000,10,235,234,232,38099,38110,38112,22500721,13874450,50.04,0.84,1.025024605999988,255.693545008,1,0,0.0,0,0.9755863363147517
240,186,1,240,0,3000,10,234,230,234,38110,38093,38113,22501315,13876289,49.96,0.87,1.0581641869999885,256.751709195,1,0,0.0,0,0.9450329280516567
241,186,1,241,0,3000,10,231,233,234,38115,38120,38102,22498559,13876262,50.03,0.85,1.0498141059999853,257.801523301,1,0,0.0,0,0.9525495935753925
242,186,1,242,0,3000,10,236,230,233,38099,38112,38105,22501012,13875053,49.95,0.87,1.0465179750000289,258.848041276,1,0,0.0,0,0.9555497601462339
243,186,1,243,0,3000,10,230,229,230,38106,38090,38119,22499747,13875722,50.05,0.85,1.055922255999974,259.903963532,1,0,0.0,0,0.9470394191596855
244,186,1,244,0,3000,10,230,233,233,38114,38105,38091,22499728,13875379,50.03,0.85,1.0549191119999932,260.958882644,1,0,0.0,0,0.9479399781696309
245,186,1,245,0,3000,10,233,231,231,38103,38095,38100,22500384,13875072,49.97,0.86,1.069086728000002,262.027969372,1,0,0.0,0,0.9353778078142956
246,186,1,246,0,3000,10,231,230,234,38103,38113,38100,22498728,13876020,50.0,0.86,1.0517266800000016,263.079696052,1,0,0.0,0,0.9508173739587917
247,186,1,247,0,3000,10,232,230,233,38116,38113,38113,22501034,13873633,49.96,0.87,1.0643550760000269,264.144051128,1,0,0.0,0,0.9395360839148896
248,186,1,248,0,3000,10,234,233,229,38109,38108,38115,22500011,13874060,49.95,0.84,1.063657582000019,265.20770871,1,0,0.0,0,0.9401521851794427
249,186,1,249,0,3000,10,232,233,233,38112,38094,38117,22500097,13874141,50.0,0.87,1.0619765499999971,266.26968526,1,0,0.0,0,0.9416403780290654
250,186,1,250,0,3000,10,232,235,229,38109,38115,38111,22501154,13874618,49.99,0.87,1.0647323549999896,267.334417615,1,0,0.0,0,0.9392031671659022
251,186,1,251,0,3000,10,235,233,236,38103,38091,38119,22499936,13876295,50.01,0.87,1.057079697000006,268.391497312,1,0,0.0,0,0.9460024658859703
252,186,1,252,0,3000,10,233,233,234,38102,38090,38118,22499675,13876061,49.95,0.85,1.038324710999973,269.429822023,1,0,0.0,0,0.9630898594688517
253,186,1,253,0,3000,10,231,236,233,38111,38096,38090,22500476,13875488,49.96,0.83,1.0591506030000346,270.488972626,1,0,0.0,0,0.9441527929715651
254,186,1,254,0,3000,10,230,233,232,38098,38104,38118,22499155,13874547,50.05,0.87,1.05331436299997,271.542286989,1,0,0.0,0,0.9493841868365641
255,186,1,255,0,3000,10,230,229,229,38109,38110,38115,22500737,13873991,50.0,0.87,1.0648554410000202,272.60714243,1,0,0.0,0,0.939094605236638
256,186,1,256,0,3000,10,231,230,229,38098,38090,38097,22498513,13874785,50.02,0.84,1.0617261109999845,273.668868541,1,0,0.0,0,0.9418624913144051
257,186,1,257,0,3000,10,233,229,236,38108,38120,38100,22498615,13875233,50.01,0.85,1.0558264499999837,274.724694991,1,0,0.0,0,0.9471253537927711
258,186,1,258,0,3000,10,230,229,229,38097,38118,38117,22498682,13875398,50.03,0.87,1.0631673670000057,275.787862358,1,0,0.0,0,0.9405856792066066
259,186,1,259,0,3000,10,230,229,229,38120,38092,38101,22500143,13874283,49.99,0.87,1.0824116929999832,276.870274051,1,0,0.0,0,0.9238628947442602
260,186,1,260,0,3000,10,234,236,235,38117,38101,38091,22500258,13876084,50.0,0.84,1.052481447000048,277.922755498,1,0,0.0,0,0.9501355134101042
261,186,1,261,0,3000,10,230,233,236,38116,38110,38104,22500409,13873823,50.03,0.83,1.0595759859999705,278.982331484,1,0,0.0,0,0.9437737483794086
262,186,1,262,0,3000,10,233,233,230,38090,38110,38095,22500467,13874588,49.98,0.86,1.069444384999997,280.051775869,1,0,0.0,0,0.9350649870399784
263,186,1,263,0,3000,10,235,233,236,38120,38099,38110,22499607,13873961,49.99,0.84,1.0460941380000008,281.097870007,1,0,0.0,0,0.9559369120563787
264,186,1,264,0,3000,10,231,236,234,38090,38091,38113,22499255,13875477,50.03,0.85,1.0583710390000078,282.156241046,1,0,0.0,0,0.9448482272765522
265,186,1,265,0,3000,10,235,236,234,38098,38114,38112,22500989,13875494,50.0,0.86,1.0400854630000254,283.196326509,1,0,0.0,0,0.9614594526834336
266,186,1,266,0,3000,10,231,233,233,38114,38111,38102,22501299,13875516,50.05,0.87,1.0603750619999914,284.256701571,1,0,0.0,0,0.943062540639048
267,186,1,267,0,3000,10,233,236,236,38118,38116,38114,22500608,13875153,49.96,0.85,1.0591469720000075,285.315848543,1,0,0.0,0,0.9441560297450323
268,186,1,268,0,3000,10,233,233,232,38118,38120,38104,22499602,13876053,50.04,0.85,1.04681696199998,286.362665505,1,0,0.0,0,0.9552768404606908
269,186,1,269,0,3000,10,232,233,232,38097,38105,38098,22500545,13874365,50.02,0.83,1.0891552790000103,287.451820784,1,0,0.0,0,0.9181427288477482
270,186,1,270,0,3000,10,229,230,234,38094,38095,38107,22499912,13874885,49.96,0.85,1.0256317049999666,288.477452489,1,0,0.0,0,0.9750088605149279
271,186,1,271,0,3000,10,230,236,230,38104,38090,38107,22501367,13876016,50.03,0.83,1.058841823000023,289.536294312,1,0,0.0,0,0.9444281272973275
272,186,1,272,0,3000,10,232,229,233,38101,38109,38115,22500799,13876403,50.01,0.85,1.05381240600002,290.590106718,1,0,0.0,0,0.9489354977284078
273,186,1,273,0,3000,10,233,231,234,38114,38117,38116,22499439,13873756,49.97,0.86,1.0375910639999688,291.627697782,1,0,0.0,0,0.9637708290826511
274,186,1,274,0,3000,10,232,233,232,38117,38104,38095,22500750,13874135,50.02,0.87,1.05852399500003,292.686221777,1,0,0.0,0,0.9447116973479394
275,186,1,275,0,3000,10,232,231,233,38109,38090,38102,22501109,13876349,49.96,0.83,1.0489557239999954,293.735177501,1,0,0.0,0,0.9533290844600076
276,186,1,276,0,3000,10,235,234,235,38111,38117,38095,22499907,13874874,50.02,0.84,1.0711692959999937,294.806346797,1,0,0.0,0,0.9335592457086316
277,186,1,277,0,3000,10,236,230,231,38115,38120,38117,22499003,13873930,50.04,0.86,1.0612240780000093,295.867570875,1,0,0.0,0,0.9423080579594532
278,186,1,278,0,3000,10,230,233,229,38106,38104,38116,22499174,13874223,49.95,0.86,1.0415702880000026,296.909141163,1,0,0.0,0,0.9600888307981357
279,186,1,279,0,3000,10,236,235,235,38091,38092,38094,22499940,13874294,50.04,0.84,1.061721618999968,297.970862782,1,0,0.0,0,0.9418664762067259
280,186,1,280,0,3000,10,229,233,234,38094,38113,38099,22498636,13874788,49.95,0.86,1.066709228000036,299.03757201,1,0,0.0,0,0.9374625940706366
281,186,1,281,0,3000,10,236,230,232,38112,38105,38105,22499049,13874804,50.02,0.85,1.0495720010000014,300.087144011,1,0,0.0,0,0.9527693183957169
282,186,1,282,0,3000,10,230,233,232,38115,38099,38096,22499200,13876100,49.96,0.84,1.0505776849999506,301.137721696,1,0,0.0,0,0.9518572631780647
283,186,1,283,0,3000,10,230,233,229,38103,38105,38120,22500077,13874281,50.02,0.84,1.0472314570000094,302.184953153,1,0,0.0,0,0.9548987411671983
284,186,1,284,0,3000,10,230,236,232,38094,38119,38099,22501289,13874840,50.0,0.84,1.0612286960000006,303.246181849,1,0,0.0,0,0.942303957449714
285,186,1,285,0,3000,10,236,234,230,38093,38102,38119,22498811,13875722,49.99,0.85,1.0719738349999943,304.318155684,1,0,0.0,0,0.9328585897807901
286,186,1,286,0,3000,10,230,236,229,38095,38095,38098,22499388,13874305,49.98,0.87,1.0475307840000028,305.365686468,1,0,0.0,0,0.9546258833382384
287,186,1,287,0,3000,10,234,230,236,38092,38098,38116,22498703,13873642,49.98,0.83,1.0625372659999923,306.428223734,1,0,0.0,0,0.9411434610332126
288,186,1,288,0,3000,10,233,232,233,38100,38104,38106,22500250,13873633,50.0,0.85,1.036996681000005,307.465220415,1,0,0.0,0,0.9643232406835399
289,186,1,289,0,3000,10,236,233,232,38103,38115,38116,22499564,13876040,49.98,0.86,1.045371488000001,308.510591903,1,0,0.0,0,0.9565977372438143
290,186,1,290,0,3000,10,235,236,234,38113,38101,38110,22498852,13875642,50.01,0.84,1.0705212370000368,309.58111314,1,0,0.0,0,0.9341243923402573
291,186,1,291,0,3000,10,229,233,236,38095,38104,38111,22500279,13873817,49.95,0.85,1.0390244619999862,310.620137602,1,0,0.0,0,0.9624412480868167
292,186,1,292,0,3000,10,235,230,236,38109,38093,38108,22498583,13876223,49.96,0.85,1.084813514000018,311.704951116,1,0,0.0,0,0.9218174249256113
293,186,1,293,0,3000,10,236,236,231,38102,38105,38091,22500817,13874376,50.03,0.84,1.0627364659999898,312.767687582,1,0,0.0,0,0.9409670525035033
294,186,1,294,0,3000,10,229,229,230,38095,38115,38112,22499969,13874642,50.01,0.87,1.0539734839999824,313.821661066,1,0,0.0,0,0.9487904726073894
295,186,1,295,0,3000,10,233,233,236,38103,38097,38110,22498631,13876356,50.0,0.84,1.069712571000025,314.891373637,1,0,0.0,0,0.9348305583294642
296,186,1,296,0,3000,10,234,229,233,38120,38094,38113,22499102,13875739,50.01,0.84,1.0641424190000066,315.955516056,1,0,0.0,0,0.9397238397278793
297,186,1,297,0,3000,10,236,233,229,38096,38105,38111,22499229,13875779,49.96,0.86,1.0615012669999828,317.017017323,1,0,0.0,0,0.9420619937894207
298,186,1,298,0,3000,10,233,234,234,38120,38114,38105,22501484,13875779,50.04,0.84,1.0880017709999947,318.105019094,1,0,0.0,0,0.919116150960755
299,186,1,299,0,3000,10,233,231,233,38114,38112,38100,22499268,13874033,49.98,0.85,1.0337114910000196,319.138730585,1,0,0.0,0,0.9673879111400737
300,186,1,300,0,3000,10,230,235,233,38119,38118,38104,22500629,13874289,49.99,0.85,1.067553332999978,320.206283918,1,0,0.0,0,0.9367213506700003
301,186,1,301,0,3000,10,231,233,229,38102,38111,38096,22499804,13874075,49.95,0.84,1.0461141819999966,321.2523981,1,0,0.0,0,0.9559185958918615
302,186,1,302,0,3000,10,230,234,233,38108,38111,38096,22499759,13873831,50.03,0.83,1.072722337000016,322.325120437,1,0,0.0,0,0.9322076790128264
303,186,1,303,0,3000,10,233,233,229,38118,38104,38094,22499081,13875456,49.97,0.86,1.0804353240000069,323.405555761,1,0,0.0,0,0.9255528561374523
304,186,1,304,0,3000,10,234,232,230,38100,38091,38104,22500710,13873735,50.04,0.84,1.0701180109999768,324.475673772,1,0,0.0,0,0.9344763752415916
305,186,1,305,0,3000,10,234,236,236,38104,38090,38093,22500673,13874954,50.03,0.84,1.0318056520000027,325.507479424,1,0,0.0,0,0.9691747647065586
306,186,1,306,0,3000,10,232,231,233,38095,38091,38099,22500191,13875962,50.04,0.87,1.0335151429999885,326.540994567,1,0,0.0,0,0.9675716962378471
307,186,1,307,0,3000,10,231,232,234,38107,38099,38113,22501102,13873924,49.95,0.84,1.04374038200001,327.584734949,1,0,0.0,0,0.9580926610157644
308,186,1,308,0,3000,10,232,230,230,38090,38098,38110,22499681,13873980,50.03,0.87,1.0713180349999902,328.656052984,1,0,0.0,0,0.93342963277941
309,186,1,309,0,3000,10,233,230,236,38119,38094,38091,22498886,13874664,49.98,0.85,1.0331019179999998,329.689154902,1,0,0.0,0,0.9679587101492538
310,186,1,310,0,3000,10,229,234,236,38108,38095,38103,22500975,13874481,50.01,0.86,1.0702984929999957,330.759453395,1,0,0.0,0,0.9343187966163043
311,186,1,311,0,3000,10,232,230,232,38114,38116,38114,22499044,13874401,50.03,0.86,1.0527870889999915,331.812240484,1,0,0.0,0,0.9498596729086674
312,186,1,312,0,3000,10,231,233,232,38118,38105,38106,22498703,13875374,50.02,0.85,1.0489596750000487,332.861200159,1,0,0.0,0,0.953325493661092
313,186,1,313,0,3000,10,230,235,233,38112,38115,38109,22498973,13874800,49.99,0.87,1.0708174799999597,333.932017639,1,0,0.0,0,0.9338659656546116
314,186,1,314,0,3000,10,231,234,230,38114,38106,38095,22499590,13876025,50.03,0.83,1.0435425450000366,334.975560184,1,0,0.0,0,0.9582742982462348
315,186,1,315,0,3000,10,233,229,233,38098,38115,38102,22499349,13875557,49.98,0.87,1.0672543949999636,336.042814579,1,0,0.0,0,0.9369837263589195
316,186,1,316,0,3000,10,236,233,231,38096,38103,38092,22500464,13873865,49.97,0.87,1.0754859580000016,337.118300537,1,0,0.0,0,0.9298122328436746
317,186,1,317,0,3000,10,233,233,233,38091,38109,38111,22501400,13875770,50.0,0.87,1.0404621910000174,338.158762728,1,0,0.0,0,0.9611113298012992
318,186,1,318,0,3000,10,229,236,230,38115,38090,38094,22499209,13876175,49.98,0.84,1.059179875999973,339.217942604,1,0,0.0,0,0.944126699023524
319,186,1,319,0,3000,10,236,233,235,38093,38109,38107,22500378,13873550,49.96,0.85,1.0430457970000475,340.260988401,1,0,0.0,0,0.958730674028069
320,186,1,320,0,3000,10,229,231,230,38105,38099,38090,22499058,13874153,50.02,0.84,1.070941468000001,341.331929869,1,0,0.0,0,0.9337578475390582
321,186,1,321,0,3000,10,235,236,236,38111,38104,38105,22499465,13875755,50.0,0.83,1.0652071559999854,342.397137025,1,0,0.0,0,0.9387845306589488
322,186,1,322,0,3000,10,236,230,230,38094,38108,38102,22499410,13873740,49.99,0.85,1.0477118879999807,343.444848913,1,0,0.0,0,0.954460869876107
323,186,1,323,0,3000,10,234,233,229,38093,38090,38114,22498955,13874047,50.02,0.83,1.0554559619999964,344.500304875,1,0,0.0,0,0.947457815392968
324,186,1,324,0,3000,10,235,229,229,38105,38117,38112,22501203,13873522,49.99,0.84,1.0682391210000333,345.568543996,1,0,0.0,0,0.9361199944295701
325,186,1,325,0,3000,10,232,235,231,38116,38106,38104,22500892,13875001,49.96,0.84,1.052048182999954,346.620592179,1,0,0.0,0,0.9505268068126531
326,186,1,326,0,3000,10,230,233,230,38118,38113,38117,22501277,13875813,50.02,0.83,1.0586206380000365,347.679212817,1,0,0.0,0,0.9446254532588902
327,186,1,327,0,3000,10,236,230,236,38099,38117,38107,22498606,13873979,49.96,0.84,1.0579515179999817,348.737164335,1,0,0.0,0,0.9452228982009149
328,186,1,328,0,3000,10,231,235,236,38100,38107,38094,22501221,13875353,49.96,0.84,1.06622588700003,349.803390222,1,0,0.0,0,0.93788756415738
329,186,1,329,0,3000,10,230,234,235,38116,38107,38102,22501082,13874369,49.98,0.85,1.0777368019999471,350.881127024,1,0,0.0,0,0.9278703280284281
330,186,1,330,0,3000,10,236,236,234,38105,38094,38115,22500802,13874159,50.01,0.85,1.0530860970000049,351.934213121,1,0,0.0,0,0.9495899745032864
331,186,1,331,0,3000,10,236,230,235,38105,38118,38100,22501211,13874060,49.96,0.86,1.0593718950000266,352.993585016,1,0,0.0,0,0.9439555690685705
332,186,1,332,0,3000,10,236,236,230,38109,38102,38091,22500506,13875692,50.04,0.87,1.0421937360000015,354.035778752,1,0,0.0,0,0.9595144985596022
333,186,1,333,0,3000,10,235,230,230,38100,38111,38096,22500635,13874931,50.04,0.87,1.0435393449999992,355.079318097,1,0,0.0,0,0.9582772367820983
334,186,1,334,0,3000,10,235,230,236,38108,38098,38119,22499713,13876290,49.98,0.85,1.0575699249999957,356.136888022,1,0,0.0,0,0.9455639540808652
335,186,1,335,0,3000,10,233,236,230,38099,38103,38107,22500020,13875548,50.03,0.83,1.0405545599999757,357.177442582,1,0,0.0,0,0.9610260128983754
336,186,1,336,0,3000,10,232,231,231,38109,38117,38116,22499863,13876094,50.02,0.87,1.074424743000009,358.251867325,1,0,0.0,0,0.9307306133027055
337,186,1,337,0,3000,10,230,236,231,38117,38119,38090,22500832,13875833,49.95,0.86,1.059729107999999,359.311596433,1,0,0.0,0,0.943637380959815
338,186,1,338,0,3000,10,236,230,229,38096,38114,38118,22499429,13876189,50.02,0.87,1.0482130160000338,360.359809449,1,0,0.0,0,0.9540045627519357
339,186,1,339,0,3000,10,230,234,236,38108,38114,38110,22499107,13875994,49.99,0.84,1.0652064379999615,361.425015887,1,0,0.0,0,0.9387851634445681
340,186,1,340,0,3000,10,231,230,236,38117,38105,38097,22499102,13875953,49.98,0.86,1.033122542000001,362.458138429,1,0,0.0,0,0.9679393870006169
341,186,1,341,0,3000,10,231,233,233,38110,38112,38094,22500095,13874982,49.97,0.85,1.0644868200000133,363.522625249,1,0,0.0,0,0.9394198041831908
342,186,1,342,0,3000,10,236,229,236,38115,38114,38113,22498525,13874511,49.95,0.87,1.074004838999997,364.596630088,1,0,0.0,0,0.9310945013349263
343,186,1,343,0,3000,10,233,233,229,38120,38093,38097,22500754,13874970,49.95,0.84,1.0446912429999884,365.641321331,1,0,0.0,0,0.9572206206384475
344,186,1,344,0,3000,10,232,232,233,38108,38100,38102,22501117,13876126,49.98,0.84,1.068353220000006,366.709674551,1,0,0.0,0,0.9360200177989769
