Epoch Time,gocbRef,No.,Time,Protocol,Length,APPID,goID,allData,bit-string,stNum,sqNum,confRev,datSet,Source,Destination,Frame,Interface id,Interface name,Interface description,Encapsulation type,t,Arrival Time,Time shift for this packet,Time delta from previous captured frame,Time delta from previous displayed frame,Time since reference or first frame,Frame Number,Frame length on the wire,Frame length stored into the capture file,Simulated,timeAllowedtoLive,simulation,ndsCom,numDatSetEntries,Data,Type,IG bit,Address,LG bit,IG bit.1,LG bit.1,Length.1,Reserved 1,Reserved 2,boolean,Info,attack
1702927152.35261,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645904,1702927152.35261,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,967,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352610000 IST",0.0,0.0,0.0,134.171678,645904,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352746,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645905,1702927152.352746,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,968,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352746000 IST",0.0,0.000136,0.000136,134.171814,645905,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352746,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645906,1702927152.352746,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,969,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352746000 IST",0.0,0.0,0.0,134.171814,645906,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352746,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645908,1702927152.352746,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,970,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352746000 IST",0.0,0.0,0.0,134.171814,645908,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352746,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645909,1702927152.352746,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,971,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352746000 IST",0.0,0.0,0.0,134.171814,645909,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352746,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645910,1702927152.352746,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,972,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352746000 IST",0.0,0.0,0.0,134.171814,645910,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352815,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645911,1702927152.352815,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,973,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352815000 IST",0.0,6.9e-05,6.9e-05,134.171883,645911,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352815,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645912,1702927152.352815,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,974,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352815000 IST",0.0,0.0,0.0,134.171883,645912,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352815,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645913,1702927152.352815,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,975,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352815000 IST",0.0,0.0,0.0,134.171883,645913,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352815,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645914,1702927152.352815,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,976,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352815000 IST",0.0,0.0,0.0,134.171883,645914,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352815,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645915,1702927152.352815,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,977,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352815000 IST",0.0,0.0,0.0,134.171883,645915,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352924,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645916,1702927152.352924,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,978,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352924000 IST",0.0,0.000109,0.000109,134.171992,645916,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352924,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645917,1702927152.352924,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,979,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352924000 IST",0.0,0.0,0.0,134.171992,645917,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352924,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645919,1702927152.352924,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,980,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352924000 IST",0.0,0.0,0.0,134.171992,645919,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352924,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645920,1702927152.352924,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,981,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352924000 IST",0.0,0.0,0.0,134.171992,645920,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352924,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645921,1702927152.352924,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,982,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352924000 IST",0.0,0.0,0.0,134.171992,645921,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.352924,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645922,1702927152.352924,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,983,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.352924000 IST",0.0,0.0,0.0,134.171992,645922,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353029,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645923,1702927152.353029,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,984,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353029000 IST",0.0,0.000105,0.000105,134.172097,645923,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353029,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645924,1702927152.353029,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,985,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353029000 IST",0.0,0.0,0.0,134.172097,645924,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353029,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645925,1702927152.353029,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,986,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353029000 IST",0.0,0.0,0.0,134.172097,645925,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353029,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645926,1702927152.353029,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,987,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353029000 IST",0.0,0.0,0.0,134.172097,645926,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353029,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645927,1702927152.353029,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,988,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353029000 IST",0.0,0.0,0.0,134.172097,645927,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353108,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645928,1702927152.353108,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,989,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353108000 IST",0.0,7.9e-05,7.9e-05,134.172176,645928,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353108,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645930,1702927152.353108,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,990,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353108000 IST",0.0,0.0,0.0,134.172176,645930,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353108,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645931,1702927152.353108,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,991,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353108000 IST",0.0,0.0,0.0,134.172176,645931,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353205,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645932,1702927152.353205,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,992,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353205000 IST",0.0,9.7e-05,9.7e-05,134.172273,645932,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353205,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645933,1702927152.353205,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,993,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353205000 IST",0.0,0.0,0.0,134.172273,645933,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353205,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645934,1702927152.353205,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,994,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353205000 IST",0.0,0.0,0.0,134.172273,645934,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353205,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645935,1702927152.353205,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,995,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353205000 IST",0.0,0.0,0.0,134.172273,645935,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353205,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645936,1702927152.353205,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,996,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353205000 IST",0.0,0.0,0.0,134.172273,645936,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353287,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645937,1702927152.353287,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,997,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353287000 IST",0.0,8.2e-05,8.2e-05,134.172355,645937,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353287,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645938,1702927152.353287,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,998,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353287000 IST",0.0,0.0,0.0,134.172355,645938,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
1702927152.353287,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,645939,1702927152.353287,GOOSE,168,0x1010 (4112),rtds,1,80.0,41,999,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 19:19:09.908999979 UTC","Dec 19, 2023 00:49:12.353287000 IST",0.0,0.0,0.0,134.172355,645939,168,168,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),154,0x0000 (0),0x0000 (0),,,1
